country,code,continent,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Central African Republic,CAF,Africa,0.04296152731,0.04294195695,0.04286867854,0.04268544543,0.04234972002,0.04183564982,0.04192799865,0.04185899827,0.04166362833,0.04136713127,0.04099340026,0.04125017832,0.04140677582,0.04146494214,0.04142502155,0.04127845534,0.04146372803,0.04155971906,0.04156921798,0.04147391907,0.04127604755,0.04117953108,0.04098280005,0.04072101992,0.04044542781,0.04018742465,0.04025907477,0.04028753896,0.04027068775,0.04020965876,0.04010061977,0.04007100056,0.03998698885,0.03985103837,0.03966006359,0.03941908281,0.03942754876,0.03932125383,0.03912814447,0.0388662285,0.03854821296,0.03852353333,0.03840760035,0.03820386698,0.03791409004,0.03754514997,0.03757593845,0.03751882689,0.03736376929,0.03709570118,0.03671464137,0.03691897931,0.03698543743,0.03694084855,0.03680965019,0.03659884296,0.0365851721,0.03654863192
Chad,TCD,Africa,0.03822203743,0.03835470068,0.03839689403,0.03832669871,0.0381323916,0.03780759633,0.03793195479,0.03791096512,0.03775841927,0.03747615162,0.03706386273,0.03714509388,0.03707789803,0.03687885656,0.03657771248,0.03619786749,0.03617705639,0.03604264139,0.03579836449,0.03544018661,0.03496886775,0.03491825784,0.03476164411,0.03450709388,0.03415692951,0.03371321222,0.03357463257,0.03335930062,0.03307177448,0.03271345122,0.03229487218,0.03205193558,0.03173100897,0.03134692568,0.03091345075,0.0304407174,0.03015024995,0.02981522973,0.02944598569,0.02905004647,0.02863318078,0.02835214819,0.02804251513,0.02771446909,0.02737691275,0.02704398099,0.02682228069,0.02658312567,0.02632231532,0.02602386935,0.02568678483,0.02546471537,0.02519445878,0.02492753504,0.02472814276,0.02462637086,0.02472222363,0.02485833216
Channel Islands,CHI,Europe,0.1316669713,0.1321660522,0.1329391604,0.1338691771,0.1347947228,0.1357276403,0.1363452554,0.1370601154,0.1377204656,0.1384156303,0.1392031156,0.1404426001,0.1414160208,0.1422329124,0.143011728,0.1437883163,0.1460181873,0.1478813992,0.1492032342,0.1498684334,0.1500483574,0.1503709849,0.1501857992,0.1496995944,0.1490415468,0.1484066722,0.1481771796,0.1478539454,0.1473872361,0.1467713037,0.1459646978,0.1461559109,0.1462202477,0.146101009,0.1457624282,0.1452522111,0.1452333442,0.1448375253,0.144193467,0.1436551626,0.1432442427,0.1447464167,0.1460891578,0.147068496,0.1478030946,0.1488586724,0.1509288274,0.1531502176,0.1551582995,0.1568129228,0.1584461809,0.1608067441,0.1634812033,0.1664323591,0.1695782634,0.1729320094,0.1764727332,0.1801420327
Chile,CHL,S. America,0.04791265612,0.04858319658,0.04909226769,0.04947016732,0.04975994083,0.04998539528,0.05028243372,0.05047111225,0.05060169845,0.05073199745,0.05089971471,0.05147021777,0.05206056745,0.05262484902,0.05309672023,0.05345064277,0.05416043033,0.05472460249,0.05519202055,0.05561965773,0.05603606745,0.05673011897,0.05737804838,0.05798567735,0.05854847519,0.05907210787,0.05973873936,0.0603527274,0.06095928457,0.06162693922,0.06240022377,0.06337880178,0.06445021382,0.06558429547,0.06673266915,0.06787978383,0.06927762825,0.07064754385,0.07200373246,0.0733554103,0.07471574265,0.07606289142,0.07736976702,0.07872664916,0.08024582538,0.08199719776,0.08382704878,0.08583063697,0.08796267566,0.09015052311,0.09236999359,0.09447748333,0.09659864449,0.09883752958,0.1013387913,0.1041924358,0.1074068354,0.110865266
China,CHN,Asia,0.03703864062,0.03726173277,0.03687355543,0.03609751222,0.03521039872,0.03431684669,0.0349753889,0.03572751971,0.03648180398,0.03711719481,0.03760914807,0.03832924308,0.0389977611,0.0396422455,0.0403229222,0.04108141467,0.04222146698,0.0433848705,0.04458269964,0.04580589574,0.04703826097,0.04854086439,0.04993795247,0.0512246504,0.05236666651,0.05333767982,0.05413581961,0.05474289114,0.05525191126,0.05580871765,0.05652049225,0.05720444047,0.05815143738,0.05927618971,0.06044713908,0.06161093659,0.06331473697,0.06480808162,0.06619129987,0.06760150072,0.06908387393,0.07068802217,0.07233552718,0.07399071406,0.0755407542,0.07694778173,0.07830041113,0.07958585613,0.08088613639,0.08232538948,0.0840025327,0.08592063193,0.08791407164,0.090200014,0.09309291709,0.09676144674,0.1012290078,0.1064142463
Colombia,COL,S. America,0.03172377729,0.03195547839,0.03212214326,0.03224711718,0.03235598112,0.03246451945,0.03271623574,0.03294282794,0.0331570937,0.03338038416,0.03363459356,0.03403447181,0.03446078493,0.03488977002,0.03528020733,0.03561089637,0.03617420184,0.03660182789,0.03692928344,0.03720274231,0.03744519232,0.03773136945,0.03800774599,0.03828997207,0.03859290547,0.0389355136,0.03943633829,0.03996126756,0.04048862285,0.04099315367,0.0414659208,0.04201620505,0.04250705918,0.04297300126,0.04345307731,0.04397225072,0.04461182435,0.04528835261,0.04599386115,0.04670473817,0.04741651796,0.04825485841,0.04907803095,0.0499171442,0.05081157471,0.05179314227,0.05289177169,0.05408070189,0.05540326186,0.05690777919,0.05863367988,0.06060101822,0.06273524884,0.06505973927,0.06760512255,0.07039004185,0.0733310027,0.07646422041
Comoros,COM,Africa,0.03198497287,0.03191012625,0.0317041755,0.0313616673,0.03091979014,0.03036774915,0.03046652607,0.03044044151,0.03038422305,0.03027626761,0.03015378998,0.03053135814,0.03087758898,0.03113739108,0.03129098295,0.03133817871,0.03162964885,0.03185574484,0.03200946154,0.0321099221,0.03216396116,0.03237344383,0.03244878359,0.03242823479,0.03233603307,0.03213850514,0.03213309274,0.03206922003,0.03192056975,0.03171918165,0.03146304368,0.03144345463,0.03135081384,0.03122815921,0.03105497353,0.03084809653,0.03084766089,0.03076981311,0.03066057413,0.03051160258,0.03035823268,0.03038381832,0.03036108443,0.03028920922,0.03016101054,0.0299855958,0.03002434449,0.03000529909,0.02993020698,0.02976300108,0.02950012469,0.02940123328,0.02922494156,0.02903304113,0.02891945456,0.02893273169,0.02924204469,0.02962851021
"Congo, Dem. Rep.",COD,Africa,0.02934533279,0.02927866846,0.0291612325,0.02899969809,0.02879645157,0.02855684175,0.02860723347,0.02860887353,0.02857083488,0.02850448309,0.028420732,0.02855015583,0.02863233861,0.02867551047,0.02868539153,0.02866644203,0.02880495585,0.02889566162,0.02894710426,0.02896868367,0.02897134026,0.02913866501,0.02924833652,0.02930623601,0.02931606415,0.02928022424,0.02939086791,0.02946378735,0.02950220064,0.0295043176,0.029467813,0.0295223769,0.029547198,0.02955497682,0.02957023989,0.02962024192,0.02969658277,0.02972283049,0.02970868163,0.02964863882,0.02953499809,0.02963470644,0.02968198175,0.02968659312,0.029662529,0.02961984075,0.02972821875,0.02980595116,0.02985836129,0.02989100927,0.0299104991,0.03001921782,0.03010617106,0.03016564312,0.0301885738,0.03017729697,0.03020465071,0.03019841852
"Congo, Rep.",COG,Africa,0.03591619907,0.03635429011,0.03675848583,0.03711304363,0.03739634783,0.03759807349,0.03789661662,0.03810648373,0.03824418493,0.03831876765,0.03834154448,0.0384361917,0.03845591713,0.03841991595,0.03834341313,0.03823931363,0.03825900933,0.03822714649,0.03815335416,0.03805153405,0.03793612274,0.0379173009,0.03787268828,0.037807746,0.03772679887,0.03762906705,0.03766648416,0.03765295806,0.03760705874,0.03753671567,0.03745732869,0.03743123378,0.03735998929,0.03725079828,0.03710454043,0.03693018321,0.03678597899,0.03657083447,0.03630529977,0.03600593557,0.03568652896,0.03549363262,0.03526053804,0.03498853254,0.03466845508,0.03430168496,0.03416099199,0.03398004047,0.03377091365,0.03355281223,0.0333401494,0.03341347699,0.03347266338,0.03352764126,0.03358542555,0.03365909688,0.03382911733,0.03401777313
Costa Rica,CRI,N. America,0.0302158975,0.03029704389,0.03045054918,0.03065792753,0.03089572757,0.0311602577,0.03157559497,0.03202435815,0.03250615816,0.0330354427,0.03362818073,0.03432752481,0.03504998336,0.03579969966,0.03656811271,0.03734182255,0.03813112451,0.03884088824,0.03948672509,0.0400824514,0.04064144042,0.04115635323,0.04166521231,0.04217565726,0.04269787625,0.04325271872,0.04392453229,0.04460883967,0.04532634281,0.04611297618,0.04698973997,0.04779936322,0.04867648657,0.04961352935,0.05059214348,0.05160889179,0.05258078723,0.05357147221,0.05461232535,0.05573822798,0.0569785372,0.05833619813,0.05980526698,0.06137852156,0.06303143177,0.0647568965,0.06650445577,0.06824307485,0.07007888912,0.0721624379,0.0745780238,0.07707205823,0.07989885095,0.08293874661,0.08600431943,0.08901064342,0.09188322504,0.09467649211
Cote d'Ivoire,CIV,Africa,0.02426729171,0.0243879265,0.02445567916,0.0244844745,0.02449202915,0.0244933177,0.02455671728,0.02458683867,0.02458629301,0.02455622755,0.02449948926,0.02454402338,0.02456930382,0.02458636397,0.02460522416,0.02463407958,0.02467029381,0.02469295726,0.02471923621,0.02476797199,0.0248530356,0.02493219978,0.02503363104,0.0251582495,0.02530232123,0.02547229373,0.02568579491,0.02588203565,0.02607923839,0.02629661373,0.02654585346,0.0267331067,0.02690522592,0.0270753346,0.02725515495,0.02745422885,0.02753838899,0.02755660921,0.02752661831,0.02746948464,0.02740121227,0.02760773495,0.02773198564,0.02777431643,0.02773015142,0.02760098369,0.02797549766,0.02825818229,0.0284483741,0.02854000574,0.02853460884,0.02874807654,0.02885080787,0.02887876672,0.02887106188,0.02885102053,0.02911117311,0.02932794122
Croatia,HRV,Europe,0.06930711483,0.07096262993,0.07285989603,0.0749316973,0.07705091801,0.07916750663,0.08203746908,0.08480707164,0.08755899495,0.09040166322,0.09338292554,0.09690348715,0.1003742447,0.1036908961,0.1067132671,0.1093563902,0.1117170135,0.1138414118,0.1155010221,0.1162963695,0.1160509346,0.1148110087,0.1125085613,0.1098209758,0.1076633154,0.1065478769,0.107205928,0.1087102787,0.1108475404,0.1132621254,0.1157570445,0.1199006957,0.1240720238,0.1282844792,0.1325517667,0.1368532239,0.1411740852,0.1451278082,0.1487852855,0.1522706326,0.1556566678,0.1597393457,0.1639789558,0.1679360896,0.1708885843,0.1724747079,0.1741223184,0.174398876,0.1740708471,0.1742639856,0.17560047,0.1771198204,0.1794977362,0.182511927,0.1857064087,0.1888317739,0.193067949,0.1972415773
Cuba,CUB,N. America,0.04651809551,0.0472335005,0.04766360258,0.04803596682,0.04868767068,0.04977972023,0.05096203284,0.05269009212,0.05472935974,0.05671459233,0.05847811901,0.06056948841,0.06230950772,0.06385109849,0.06547467289,0.06732339935,0.06919941816,0.07131539397,0.07355979452,0.0756817073,0.07755061246,0.07962464993,0.08126976009,0.08263480119,0.08396366638,0.08536803918,0.08590406435,0.08651581902,0.08717152231,0.08781816713,0.08847257926,0.08910427403,0.08985832306,0.09066562536,0.0914515669,0.09219714245,0.09347494556,0.09455162587,0.09559297971,0.09682597774,0.09837099542,0.1002226604,0.1023475847,0.1046835072,0.1070936646,0.1095161549,0.1126132048,0.115695171,0.1187589049,0.1218118633,0.1248719343,0.1275545149,0.1300823237,0.1326639367,0.1355934085,0.1390533923,0.142910733,0.1473770697
Curacao,CUW,S. America,0.04870780126,0.04808721506,0.04740137368,0.04659177747,0.04561089915,0.04440140168,0.04555830321,0.04664108875,0.04786953485,0.04936141562,0.05120250934,0.05248017152,0.05386229775,0.05506697887,0.05590120727,0.05636060055,0.05734308797,0.05820994386,0.05895200922,0.05971552441,0.06047648962,0.06156941108,0.06253789115,0.06337697391,0.06423588259,0.06507717191,0.06711558869,0.06916200085,0.07121417181,0.07322185699,0.07515818432,0.07720061218,0.07933320362,0.08159446704,0.08394523958,0.08637237407,0.08947684989,0.09262636435,0.09585248353,0.09924835758,0.1027566114,0.1060776306,0.1094384892,0.1129896813,0.1168549541,0.1210318325,0.1224944951,0.1243960682,0.1266109131,0.1291330968,0.1318399763,0.1356219875,0.1396822892,0.1442836525,0.1494076673,0.1549816432,0.1592907606,0.1636647417
Cyprus,CYP,Europe,0.05903338977,0.06105708759,0.06310120809,0.06439377553,0.06476365603,0.06479380893,0.07105660609,0.07815892902,0.08564177025,0.09318724396,0.1007511151,0.1004092717,0.09987070105,0.09911338333,0.09819892611,0.0972428069,0.09676761962,0.09610865358,0.09531363489,0.09442935482,0.09350516336,0.09462065403,0.09573342277,0.09678753222,0.09769433739,0.09843154698,0.09837704133,0.09839779922,0.09853777229,0.09876784849,0.09906550102,0.09926717054,0.0994792714,0.09983132845,0.1003942134,0.1011627526,0.1011285483,0.1012340775,0.1014796898,0.101835754,0.1022892315,0.1028114658,0.1035624576,0.1046596945,0.1060777308,0.1076564382,0.1088149409,0.1098981679,0.1110540949,0.1124494115,0.1141723897,0.116668667,0.1193970021,0.1223205606,0.1253300981,0.1283281007,0.1312423886,0.1341646101
Czech Republic,CZE,Europe,0.09355701298,0.09596594264,0.09835443538,0.1007830366,0.1033313377,0.1060456116,0.1092033023,0.1124020453,0.115551946,0.1184880029,0.1211097993,0.123941277,0.1261083713,0.1278177787,0.1294130556,0.1310430258,0.1331031127,0.1353607699,0.1371164384,0.137338726,0.1355957715,0.1329702344,0.1285690132,0.1235258415,0.1194260951,0.11713139,0.1180886863,0.1202052551,0.1228797765,0.1252421082,0.126802089,0.128727745,0.1301064054,0.1310454019,0.1316954123,0.1321744514,0.1338986651,0.1355149697,0.1368729305,0.1377412761,0.1380163145,0.1389920624,0.1392452385,0.1392201568,0.1395087682,0.1404359677,0.1422642363,0.1446159699,0.1474431907,0.1506970169,0.1543849248,0.1590552594,0.1641736559,0.1695475445,0.1748729994,0.1799454185,0.1853276993,0.1902689883
Denmark,DNK,Europe,0.1060262211,0.1076308952,0.1092667448,0.1108999648,0.1124745662,0.113993829,0.1158621756,0.1176563288,0.1194078049,0.1211633203,0.1229604138,0.1253730008,0.1276776005,0.1298972632,0.1320526819,0.1341589949,0.1364922418,0.1387002525,0.1407631447,0.1426203599,0.1442528021,0.1460492989,0.1475093839,0.1487486941,0.1499086689,0.1510560572,0.1526143562,0.1539470071,0.155003708,0.1557060621,0.1560129385,0.1558759311,0.1553930583,0.1546075379,0.1535734454,0.1523634948,0.151756369,0.151022963,0.1502055251,0.1493523149,0.1485376477,0.1488220366,0.1490493461,0.1494287992,0.1502108512,0.1515269497,0.1538904068,0.1565796407,0.1596042028,0.1629727535,0.1666769713,0.1703230835,0.1748958969,0.1802629132,0.1857022491,0.1904743975,0.1943084946,0.196772582
Djibouti,DJI,Africa,0.02314792673,0.02310786684,0.02316249841,0.02328377787,0.02347025088,0.02369458,0.02365992219,0.02365350807,0.02375019578,0.02387798808,0.02408257599,0.02404175425,0.02406485739,0.02420658243,0.02433948562,0.02448446136,0.02391815124,0.0235080853,0.0232623828,0.02326197242,0.02353186985,0.02377466081,0.02411289716,0.0245351725,0.02490536111,0.02514725819,0.02522223518,0.02522178941,0.02524957514,0.02543521133,0.02587068384,0.0262242026,0.0266773324,0.02718857873,0.02766539303,0.02802718326,0.02852650843,0.02892490086,0.02927512298,0.02964152213,0.03007731499,0.03061370718,0.0311837914,0.03178292019,0.03239303953,0.03301100282,0.03368340936,0.03435128651,0.03504412261,0.0357858133,0.03659184206,0.03752236017,0.0384845407,0.0394317756,0.04027674848,0.04100326284,0.04161586191,0.04212814203
Dominican Republic,DOM,N. America,0.02576712744,0.02583361003,0.02586958485,0.02588997831,0.02590770089,0.02593718709,0.02611627253,0.02628779021,0.02645725613,0.02663084139,0.02681544371,0.0271336443,0.02743945609,0.02774675852,0.02806589457,0.02840734883,0.02886460812,0.02932334787,0.02978722713,0.03025935305,0.03074018435,0.03143032554,0.03209701883,0.03276036762,0.03344557851,0.03416858072,0.03515347824,0.03615766375,0.03717793014,0.03820323822,0.03923146558,0.04043793141,0.04160539307,0.04275852283,0.04393469823,0.04515850202,0.04638445118,0.04762605911,0.04887580419,0.05011227754,0.05132738547,0.05256909006,0.05374645406,0.05485204778,0.05587269161,0.05681020303,0.05761781295,0.05836220519,0.05909436187,0.05987095503,0.06073579623,0.06170880001,0.06273817202,0.063858,0.06511120098,0.06652676562,0.06810416319,0.06980515832
Ecuador,ECU,S. America,0.04697077361,0.04677305858,0.04640392779,0.04593303676,0.04544552491,0.04497498057,0.04458324893,0.04417579626,0.04375294238,0.04330147656,0.04282401709,0.04246967635,0.042077642,0.04168307643,0.04133193375,0.0410482253,0.04109967979,0.04118109081,0.04125695873,0.04127458154,0.04121522809,0.04130819824,0.04132115802,0.04129226176,0.04126555702,0.04126507479,0.04145809307,0.04165200199,0.04186493806,0.04211227059,0.04240704061,0.042930736,0.04348500659,0.04407370077,0.04469154991,0.0453378993,0.04624341774,0.04714032117,0.04804501193,0.04897573462,0.04994838698,0.05096082513,0.05198958695,0.05306111147,0.0542017123,0.05542716312,0.05645377692,0.05755529232,0.0587098363,0.0598748577,0.06103574965,0.06200408437,0.06297412668,0.06405325093,0.06538342936,0.06704207932,0.068906458,0.0710420504
"Egypt, Arab Rep.",EGY,Africa,0.03873586286,0.03914331495,0.03961457335,0.04011529562,0.04057759506,0.04097821853,0.04136878938,0.04167391421,0.0419240837,0.04217308175,0.0424508763,0.0427641208,0.04308734867,0.0434047453,0.04367854076,0.04388968764,0.04415978415,0.04433234665,0.04443209925,0.04449026648,0.04452290704,0.04461702547,0.04468783918,0.04474154565,0.04477644711,0.04479983412,0.04484446828,0.04483772533,0.04482867492,0.04489196295,0.04507096617,0.04546892475,0.04596485988,0.0465031261,0.04700119984,0.04742271235,0.0480031896,0.04842229648,0.04871676618,0.04892556048,0.04906180569,0.04921688339,0.04927823647,0.04923683944,0.04906336997,0.04876558043,0.04852081873,0.04816998143,0.04783279013,0.04766037654,0.04772725311,0.04830388607,0.04894723356,0.04958863483,0.050157241,0.05063221962,0.05110202115,0.05159006089
El Salvador,SLV,N. America,0.03346955499,0.03336721487,0.03320107505,0.03299659437,0.03277620851,0.03255549096,0.03254000792,0.0325067138,0.03245266613,0.03236733379,0.03224994855,0.0324495653,0.03260648624,0.0327262328,0.03282102112,0.03289913864,0.03333722514,0.03374785564,0.03414633925,0.03455211765,0.03498523371,0.03567239855,0.03637667911,0.0371069475,0.03786493533,0.0386558513,0.03962302235,0.04061013346,0.04160432582,0.04258434773,0.04353752552,0.04442598801,0.0452614849,0.04609663866,0.04700786031,0.04804107562,0.04928397325,0.05061162707,0.05200818315,0.05345510796,0.05495186639,0.0566617259,0.05839112921,0.06011804335,0.06180118401,0.06341391162,0.06528398188,0.06701794616,0.0686496459,0.07022594389,0.07177093955,0.07323530172,0.07469838036,0.07618060923,0.07770933178,0.07931148433,0.08098904885,0.08273128904
Equatorial Guinea,GNQ,Africa,0.049635168,0.04953909487,0.04919837008,0.04863127255,0.04788235337,0.04695813927,0.04662159316,0.04609800981,0.04543508775,0.04475350468,0.0441446585,0.04459567866,0.04485534118,0.0448649745,0.04438695597,0.04321897847,0.04374013656,0.04386708124,0.04364275927,0.0430390403,0.04202878684,0.04157548424,0.04128113634,0.04112886557,0.04116408251,0.04143261558,0.04126066421,0.04117148034,0.04114573754,0.04112638782,0.04105930476,0.04094193689,0.04067468164,0.04033063471,0.03998029314,0.03966359724,0.03921572369,0.03875616008,0.03827427811,0.03775311982,0.0372068114,0.03666207121,0.0360875561,0.03551340247,0.03494951139,0.03439246709,0.03382154132,0.03327155633,0.03273193324,0.032172089,0.03159801662,0.03100202154,0.03036704465,0.02976619983,0.02927155789,0.02891468271,0.02866417245,0.02845650629
Estonia,EST,Europe,0.105461905,0.1064643284,0.107381226,0.1083085688,0.1093152693,0.1104578677,0.1120001039,0.1135687132,0.1151234888,0.1165665241,0.1178588549,0.119554379,0.1208307541,0.1218278589,0.1227540582,0.123713403,0.1246519809,0.1256665409,0.1264070106,0.1263064986,0.1251344587,0.1239619646,0.1217060172,0.1189425648,0.1164638615,0.1147070771,0.1142183757,0.1141899253,0.114598886,0.1154068123,0.1166167678,0.1202583209,0.124325301,0.1285626131,0.1325553123,0.1360116773,0.1396374949,0.1425394863,0.1449836815,0.1474410247,0.1501777041,0.1541428484,0.1582035016,0.1620790533,0.1652856776,0.1675510694,0.1699482481,0.1715763642,0.1727093913,0.1738182036,0.1752409921,0.1773686022,0.1798629466,0.1826271228,0.1854489576,0.1882177911,0.1915077634,0.1945211115
Eswatini,SWZ,Africa,0.0275192311,0.02765958042,0.0276969445,0.02766537308,0.02754733063,0.02736587783,0.02748870216,0.02751657947,0.02747666651,0.02736468721,0.02720487112,0.02732416786,0.02737225505,0.02735730977,0.02728548868,0.0271631491,0.0273023589,0.02739594051,0.02741212808,0.02738902252,0.02732974019,0.02753848531,0.02770177571,0.02782385466,0.02788186642,0.0278703986,0.02777418375,0.02763376362,0.02747433963,0.02731534968,0.02718682847,0.0273875001,0.02757181298,0.02775682476,0.02794619516,0.02813616267,0.02841925351,0.02866846946,0.02889935663,0.02913366022,0.02938571865,0.02986503276,0.03022674919,0.03043336718,0.03043779616,0.03022137262,0.03039765679,0.03047431823,0.03048070709,0.03045630677,0.03041959757,0.03059437278,0.03075972753,0.03090787255,0.0310216146,0.03109450945,0.03139234814,0.03163420988
Ethiopia,ETH,Africa,0.02640308157,0.0263169247,0.02613344964,0.02591750909,0.02574957503,0.0256663708,0.02595792831,0.02629064844,0.02661448443,0.02686749383,0.02702164066,0.02735309755,0.027576331,0.02771345086,0.0277982581,0.0278581689,0.02864232425,0.02944237456,0.03027487475,0.03109181767,0.03182303264,0.03159349117,0.03123331846,0.03081120004,0.03040289608,0.03003376712,0.03041039412,0.03080080205,0.03114228182,0.03137077271,0.03147219067,0.03142948538,0.03126429394,0.03104674436,0.03088016095,0.03083454371,0.03086950268,0.03096105136,0.03104513667,0.03104587444,0.03093667824,0.03099683224,0.03099638352,0.03096914385,0.03095716475,0.03098779345,0.03136623194,0.03174983968,0.03214560884,0.0325609694,0.03299908657,0.03339959298,0.03379064965,0.03416396625,0.03450303283,0.03480397957,0.03505109352,0.0352604167
Fiji,FJI,Oceania,0.02137849339,0.02121299944,0.0212440432,0.02134761398,0.02140748141,0.02138901404,0.02156935195,0.02172723416,0.02189251381,0.02210109524,0.0224060523,0.02286113081,0.02330264142,0.02372646438,0.02415686219,0.02461866648,0.02504765795,0.02534521002,0.02550443509,0.02555113283,0.02551888612,0.02613851956,0.02673908033,0.02721366344,0.02749990719,0.02755806487,0.02819575032,0.02866742873,0.02899917971,0.02921239153,0.02932772279,0.02963670998,0.02986175189,0.03002810499,0.03014887673,0.03022573882,0.03103090471,0.03187321847,0.03272086616,0.03354271699,0.03434937126,0.03556418551,0.03678108499,0.0380785376,0.03952201614,0.04113932907,0.04254717426,0.04398834708,0.04544549055,0.04689031383,0.0483167626,0.05034218059,0.05238691569,0.05441876062,0.05639383793,0.05831200842,0.06033646357,0.06224392657
Finland,FIN,Europe,0.07328054643,0.0745437407,0.07593595199,0.07743954702,0.0789681443,0.08050297432,0.0826690307,0.0848214751,0.08700847234,0.08932227601,0.09181346358,0.09486149982,0.09795788784,0.1010134629,0.1038987979,0.1065383407,0.1099803118,0.1130975066,0.1158673868,0.1182416904,0.1201939101,0.1215054946,0.1224694853,0.1232589074,0.1241174623,0.1252228079,0.1269295349,0.1287603736,0.1306640013,0.1325519386,0.1343542105,0.1364123389,0.1382882004,0.1399817268,0.1414854334,0.1428118619,0.1443550516,0.1458107118,0.1472095264,0.1485716509,0.1499392702,0.1520720477,0.1541616945,0.1562226766,0.1582539748,0.1602706088,0.1619915659,0.163569635,0.1654453204,0.1682359435,0.1722956092,0.1773845121,0.18357856,0.1903420352,0.1968583059,0.2026447154,0.2078535069,0.2122847805
France,FRA,Europe,0.1158737672,0.1165736332,0.1174085663,0.1183779789,0.1194285197,0.1205605759,0.122288812,0.1240142679,0.1256530192,0.1270980277,0.1282958165,0.1299314844,0.1311426783,0.1320942184,0.1330374458,0.1340875181,0.1358477664,0.1378595119,0.1395791383,0.1401470842,0.1391544124,0.1375511857,0.134317114,0.1305440723,0.1277923274,0.1268983704,0.127872447,0.130509392,0.1340862064,0.1375098565,0.1401801807,0.1431187262,0.1454178934,0.1472909667,0.1491031128,0.1510509431,0.153165158,0.155174854,0.1570435445,0.1586859307,0.1600669321,0.1613873658,0.1625417458,0.1634943311,0.1641631965,0.1645572776,0.1649733759,0.165028142,0.1651654496,0.1660704822,0.1681713555,0.171160377,0.1752000757,0.1799804117,0.1848561583,0.1893844501,0.1934619486,0.1971816384
French Polynesia,PYF,Oceania,0.028164865,0.02811543561,0.02803313768,0.02784527333,0.02761505348,0.027333633,0.02718852086,0.02704215777,0.02703460817,0.02715779032,0.02739490475,0.02780961046,0.02820449953,0.02865409134,0.02910203501,0.02959753175,0.03049395909,0.03134001613,0.03215364394,0.03275716924,0.03311624964,0.03301907925,0.03245736164,0.03146492123,0.03037629991,0.02958265793,0.03027072053,0.03124087591,0.0323024381,0.03312707205,0.03374417139,0.03407155869,0.03433106311,0.03470685642,0.03522088676,0.03585568505,0.03720762667,0.03859545615,0.04001733983,0.04146347745,0.04294481113,0.04429422273,0.04564786169,0.04711085356,0.04867043988,0.05042254184,0.05276691799,0.05530825729,0.05791495522,0.06044107071,0.06278097229,0.06475617303,0.06646595731,0.06813927642,0.07005125525,0.07233605819,0.07485510763,0.0777542605
Gabon,GAB,Africa,0.06931111574,0.06936590455,0.06915571806,0.06867984465,0.06795293525,0.06698828757,0.06685564835,0.0665050025,0.065951194,0.06521791776,0.06434475817,0.06441915075,0.06435576548,0.06415250208,0.06376983678,0.063209156,0.06310619642,0.06279998939,0.06237944992,0.06190155622,0.06142418869,0.06141358798,0.06135058127,0.06123532902,0.061012297,0.0606865562,0.06063465752,0.06047695022,0.06025904701,0.06004821815,0.05986797058,0.05988102917,0.05986606627,0.05981460082,0.05971588693,0.05956430911,0.0595146832,0.05936494375,0.05913215576,0.05880961681,0.05840525959,0.05787956354,0.05725392824,0.05654423535,0.05575408388,0.05489457112,0.05399268018,0.05301193331,0.05198218445,0.05092660866,0.04986068857,0.04888630671,0.04790254193,0.04693356137,0.046005439,0.04514668359,0.04480433744,0.04450316201
"Gambia, The",GMB,Africa,0.02148518188,0.02183486092,0.02217076942,0.02254338529,0.02286638297,0.02308281424,0.02377872507,0.02428309623,0.0246175178,0.02484407914,0.02507573471,0.02578043173,0.02650150989,0.02717301439,0.02770458466,0.02807492276,0.02878773473,0.02929775632,0.02968664973,0.02999536876,0.03024476768,0.03015457035,0.03003501952,0.02987353655,0.02964182204,0.02933495061,0.02903120186,0.02867713353,0.02827590297,0.02784013401,0.02739832113,0.0274241095,0.02743646641,0.02745949355,0.02752334281,0.02761804988,0.02753604423,0.0274621976,0.02736824515,0.02723812551,0.02706998613,0.02665968776,0.02620660099,0.02577917197,0.02544379164,0.02523673941,0.02520755912,0.02527619751,0.02533910959,0.02528300276,0.02505689511,0.02474972271,0.02431296386,0.02384791462,0.02348825665,0.02329400938,0.02329064347,0.02339272045
Georgia,GEO,Europe,0.08641074172,0.0844572848,0.08231710236,0.08018421949,0.07827687776,0.07672353121,0.0765676759,0.07665410155,0.07690003216,0.0771703061,0.07740284958,0.0789915926,0.08030247545,0.08146564526,0.08269026755,0.08409329189,0.08601533714,0.08812881682,0.09015485367,0.09166448467,0.09246211697,0.09239271839,0.09167319715,0.09059460167,0.08956232963,0.08884513929,0.08885598895,0.08899652156,0.08952846139,0.0908265151,0.09309766764,0.09709816167,0.1018128655,0.1066795626,0.1108398627,0.1137888865,0.1170060594,0.1189564021,0.1202401636,0.1217810003,0.1240899544,0.1282018387,0.132961419,0.1377303545,0.1414522298,0.1434855729,0.1450615113,0.1452430186,0.1445145824,0.1436407484,0.1431208481,0.1429187894,0.1431475024,0.1438275284,0.1448666376,0.1461548084,0.1473028205,0.148638789
